Dato,Resultat,Modstander,Spillested,Kamptype,Køn,Hold,Tilskuere,date
27-06-1964,3 - 1,Sverige,NA,Testkamp,Herrer,U19-landshold,0,1964-06-27
27-06-1965,0 - 6,Sovjetunionen,Lenin Centralstadion,VM-kvalifikationskamp,Herrer,A-Landshold,100000,1965-06-27
27-06-1968,1 - 2,Sverige,Råsunda,NM,Herrer,A-Landshold,14489,1968-06-27
27-06-1979,1 - 2,Sovjetunionen,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,11500,1979-06-27
27-06-1990,3 - 0,Finland,NA,NM,Kvinder,U17-landshold,0,1990-06-27
27-06-1997,0 - 1,Holland,NA,Nordic Cup,Kvinder,U17-landshold,0,1997-06-27
27-06-1999,0 - 2,Nigeria,Jack Kent Cook Stadium,VM-slutrunde,Kvinder,A-Landshold,22109,1999-06-27
27-06-2004,0 - 3,Tjekkiet,Estádio do Dragão,EM-slutrunde,Herrer,A-Landshold,41092,2004-06-27
27-06-2011,1 - 1,Australien,Corregidora,VM-slutrunde,Herrer,U17-landshold,2000,2011-06-27
27-06-2015,1 - 4,Sverige,Letná Stadion,EM-slutrunde,Herrer,U21-landshold,0,2015-06-27
27-07-1960,1 - 0,Ungarn,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,45000,1960-07-27
27-07-1973,2 - 1,Holland,Ceres Park,International turnering,Herrer,U19-landshold,0,1973-07-27
27-07-1974,1 - 0,Sverige,NA,NM,Kvinder,A-Landshold,800,1974-07-27
27-07-1975,3 - 0,Sverige,Vejle Stadion,NM,Kvinder,A-Landshold,1100,1975-07-27
27-07-1981,1 - 1,Norge,Nykøbing F. Idrætspark,EM-kvalifikationskamp,Herrer,U17-landshold,0,1981-07-27
27-07-1982,2 - 0,Sverige,NA,Internordisk turnering,Herrer,U17-landshold,300,1982-07-27
27-07-1998,1 - 1,Norge,Mitchell A.C. Stadium,International turnering,Kvinder,A-Landshold,11300,1998-07-27
27-07-2001,0 - 4,USA,NA,Open Nordic Cup,Kvinder,U21-landshold,0,2001-07-27
27-07-2002,1 - 5,Norge,NA,Open Nordic Cup,Kvinder,U21-landshold,0,2002-07-27
27-07-2003,3 - 2,Tyskland,Randers Stadion,Open Nordic Cup,Kvinder,U21-landshold,256,2003-07-27
27-07-2004,3 - 2,England,Saudarkrokur Stadion,Open Nordic Cup,Kvinder,U21-landshold,0,2004-07-27
27-07-2009,2 - 1,USA,Coleraine Showgrounds,NI Milk Cup,Herrer,U20-landshold,486,2009-07-27
27-07-2011,3 - 1,Israel,Riada Stadium,NI Milk Cup,Herrer,U20-landshold,275,2011-07-27
27-07-2018,0 - 1,Spanien,Tissot Arena,EM-slutrunde,Kvinder,U19-landshold,364,2018-07-27
27-08-1950,2 - 1,Finland,Olympiastadion,NM,Herrer,A-Landshold,20062,1950-08-27
27-08-1972,3 - 2,Brasilien,Drei Flüsse Stadion,OL-slutrunde,Herrer,A-Landshold,10000,1972-08-27
27-08-1980,0 - 1,Schweiz,NA,Testkamp,Herrer,U21-landshold,8000,1980-08-27
27-08-1980,1 - 1,Schweiz,Stade Pontaise,Testkamp,Herrer,A-Landshold,8000,1980-08-27
27-08-2000,0 - 7,Tyskland,Aachen Stadion,Testkamp,Kvinder,A-Landshold,1600,2000-08-27
27-08-2005,5 - 1,Polen,SKP 'Gryf 95' Stadium,VM-kvalifikationskamp,Kvinder,A-Landshold,1100,2005-08-27
27-08-2008,3 - 0,Ukraine,Miejski Stadion Sportowy,Syrenka Cup,Herrer,U17-landshold,85,2008-08-27
27-08-2010,2 - 0,Rumænien,NA,Syrenka Cup,Herrer,U17-landshold,303,2010-08-27
27-08-2013,3 - 3,Slovakiet,Mlawa Stadium,Syrenka Cup,Herrer,U17-landshold,136,2013-08-27
27-08-2015,0 - 0,Bulgarien,Sports Complex Pravets,Testkamp,Herrer,U17-landshold,102,2015-08-27
27-08-2015,0 - 1,England,Bisham Abbey Academy,Testkamp,Kvinder,U19-landshold,206,2015-08-27
27-09-1925,3 - 3,Finland,Ceres Park,Testkamp,Herrer,A-Landshold,8000,1925-09-27
27-09-1931,2 - 4,Tyskland,Hindenburg Stadion,Testkamp,Herrer,A-Landshold,30000,1931-09-27
27-09-1980,1 - 2,Jugoslavien,Central Stadion,VM-kvalifikationskamp,Herrer,A-Landshold,25000,1980-09-27
27-09-1983,2 - 2,Finland,NA,EM-kvalifikationskamp,Herrer,U19-landshold,0,1983-09-27
27-09-1997,0 - 0,Skotland,Oosterpark Stadium,International turnering,Herrer,U19-landshold,0,1997-09-27
27-09-1997,2 - 1,Belgien,NA,VM-kvalifikationskamp,Kvinder,A-Landshold,0,1997-09-27
27-09-2001,1 - 1,Schweiz,Roskilde Idrætspark,Testkamp,Herrer,U17-landshold,541,2001-09-27
27-09-2005,7 - 0,Nordirland,Køge Stadion,EM-kvalifikationskamp,Kvinder,U19-landshold,247,2005-09-27
27-09-2006,1 - 0,Finland,Viborg Stadion,VM-kvalifikationskamp,Kvinder,A-Landshold,9337,2006-09-27
27-09-2007,2 - 0,Bosnien-Hercegovina,Grbavica Stadium,EM-kvalifikationskamp,Kvinder,U19-landshold,235,2007-09-27
27-09-2008,3 - 0,Serbien,Cika Daca Stadion,EM-kvalifikationskamp,Kvinder,U19-landshold,54,2008-09-27
27-09-2010,7 - 0,Litauen,SC Stadium,EM-kvalifikationskamp,Herrer,U17-landshold,350,2010-09-27
27-09-2012,1 - 2,Rusland,1. FC Kyjov,EM-kvalifikationskamp,Herrer,U17-landshold,186,2012-09-27
27-09-2014,1 - 6,Rumænien,NA,EM-kvalifikationskamp,Herrer,U17-landshold,100,2014-09-27
27-09-2015,2 - 0,Island,Keflavíkurvöllur,EM-kvalifikationskamp,Herrer,U17-landshold,0,2015-09-27
27-09-2016,2 - 1,Ungarn,Løgumkloster Stadion,Testkamp,Herrer,U16-landshold,1013,2016-09-27
27-09-2017,6 - 0,Kasakhstan,Kolding Stadion,EM-kvalifikationskamp,Kvinder,U17-landshold,580,2017-09-27
27-09-2018,0 - 2,Frankrig,Complex Didier Pironi,Testkamp,Herrer,U16-landshold,123,2018-09-27
27-09-2019,6 - 1,Færøerne,Laröds IP,EM-kvalifikationskamp,Herrer,U17-landshold,357,2019-09-27
27-09-2022,1 - 1,Sverige,Hörby IP,Testkamp,Herrer,U18-landshold,720,2022-09-27
27-09-2022,2 - 1,Kroatien,Vejle Stadion,EM-kvalifikationskamp,Herrer,U21-landshold,4063,2022-09-27
27-09-2022,2 - 4,England,DS Arena,EM-kvalifikationskamp,Herrer,U19-landshold,1032,2022-09-27
27-10-1962,0 - 3,Sverige,NA,Testkamp,Herrer,U19-landshold,2200,1962-10-27
27-10-1962,2 - 2,Sverige,Casa Arena,Testkamp,Herrer,U21-landshold,6300,1962-10-27
27-10-1962,3 - 1,Sverige,Aalborg Stadion,Testkamp,Herrer,B-Landshold,13400,1962-10-27
27-10-1965,1 - 1,Grækenland,Københavns Idrætspark,VM-kvalifikationskamp,Herrer,A-Landshold,28600,1965-10-27
27-10-1973,2 - 0,Norge,DS Arena,Testkamp,Herrer,U17-landshold,450,1973-10-27
27-10-1976,5 - 0,Cypern,Københavns Idrætspark,VM-kvalifikationskamp,Herrer,A-Landshold,30600,1976-10-27
27-10-1982,1 - 3,Tjekkoslovakiet,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,9800,1982-10-27
27-10-2000,2 - 1,Slovenien,NA,EM-kvalifikationskamp,Herrer,U19-landshold,0,2000-10-27
27-10-2001,3 - 3,Frankrig,Ballerup Idrætspark,Testkamp,Kvinder,U19-landshold,0,2001-10-27
27-10-2007,5 - 1,Portugal,Viborg Stadion,EM-kvalifikationskamp,Kvinder,A-Landshold,4810,2007-10-27
27-10-2009,0 - 1,Frankrig,Nakskov Idrætspark,Testkamp,Herrer,U18-landshold,1047,2009-10-27
27-10-2015,0 - 1,Sverige,Gamla Ullevi,EM-kvalifikationskamp,Kvinder,A-Landshold,11241,2015-10-27
27-10-2018,2 - 3,Finland,NA,Testkamp,Herrer,Futsallandsholdet,236,2018-10-27
27-10-2018,5 - 2,Estland,Viborg Stadion,EM-kvalifikationskamp,Herrer,U17-landshold,307,2018-10-27
27-10-2020,3 - 1,Italien,Stadio Carlo Castellani,EM-kvalifikationskamp,Kvinder,A-Landshold,0,2020-10-27
27-10-2023,1 - 0,Island,Laugardalsvöllur,UEFA Nations League,Kvinder,A-Landshold,0,2023-10-27
27-11-2008,2 - 1,Cypern,NA,EM-kvalifikationskamp,Herrer,U19-landshold,125,2008-11-27
27-11-2011,1 - 0,England,Vejen Stadion,Testkamp,Kvinder,U17-landshold,289,2011-11-27
27-12-1979,1 - 2,Norge,NA,International turnering,Herrer,U19-landshold,0,1979-12-27
27-12-1986,2 - 0,Ungarn,NA,International turnering,Herrer,U17-landshold,0,1986-12-27
28-01-2003,1 - 0,Thailand,Rajamangkala National Stadium,Uofficiel landskamp,Herrer,Ligalandshold,0,2003-01-28
28-01-2003,2 - 0,Kina,Yellow Dragon Stadium,Testkamp,Herrer,U21-landshold,10200,2003-01-28
28-01-2010,0 - 2,Ukraine,7 Eyül,Aegean Cup,Herrer,U16-landshold,113,2010-01-28
28-01-2010,1 - 0,Frankrig,Estadio Municipal Pepe Goncalvez,Copa del Atlántico,Herrer,U18-landshold,200,2010-01-28
28-01-2014,1 - 1,Singapore,Calista Field,Uofficiel landskamp,Herrer,U21-landshold,26,2014-01-28
28-02-1981,1 - 1,Frankrig,NA,International turnering,Herrer,U19-landshold,0,1981-02-28
28-02-1991,3 - 2,Sverige,Troia Sports center,Open Nordic Cup,Kvinder,A-Landshold,0,1991-02-28
28-02-2008,4 - 3,Sverige,Vildbjerg Stadion,Testkamp,Kvinder,U17-landshold,123,2008-02-28
28-02-2012,0 - 0,Schweiz,Stadion Esp,Testkamp,Herrer,U18-landshold,338,2012-02-28
28-02-2012,1 - 5,Ukraine,NA,Testkamp,Herrer,U19-landshold,105,2012-02-28
28-02-2017,2 - 0,Nordirland,Solitude,Testkamp,Herrer,U17-landshold,189,2017-02-28
28-02-2018,0 - 0,Island,Estádio Municipal,Algarve Cup,Kvinder,A-Landshold,0,2018-02-28
28-02-2019,5 - 2,Norge,JYSK Park,Testkamp,Kvinder,U17-landshold,177,2019-02-28
28-02-2023,0 - 2,Holland,Sportspark Marsdijk,Testkamp,Kvinder,U17-landshold,90,2023-02-28
28-02-2024,0 - 3,Norge,Emirhan Sport Complex,Testkamp,Kvinder,U16-landshold,200,2024-02-28
28-02-2024,1 - 1,Østrig,Marbella Football Center,Testkamp,Kvinder,A-Landshold,116,2024-02-28
28-02-2024,1 - 4,Frankrig,Emirhan Sport Complex,UEFA turnering,Herrer,U16-landshold,200,2024-02-28
28-03-1990,0 - 0,England,Wembley,Testkamp,Herrer,U19-landshold,0,1990-03-28
28-03-1991,0 - 2,Italien,Sankt Ruprecht,International turnering,Herrer,U16-landshold,200,1991-03-28
28-03-1994,0 - 1,Slovenien,NA,International turnering,Herrer,U16-landshold,100,1994-03-28
28-03-1997,0 - 2,Kroatien,NA,EM-kvalifikationskamp,Herrer,U21-landshold,4000,1997-03-28
28-03-2000,1 - 1,Portugal,NA,Testkamp,Herrer,U21-landshold,3400,2000-03-28
28-03-2001,0 - 0,Tjekkiet,Letná Stadion,VM-kvalifikationskamp,Herrer,A-Landshold,16354,2001-03-28
28-03-2003,1 - 0,Rumænien,NA,EM/OL-kvalifikation,Herrer,U21-landshold,2400,2003-03-28
28-03-2005,1 - 1,Moldova,NA,EM-kvalifikationskamp,Herrer,U19-landshold,850,2005-03-28
28-03-2007,1 - 0,Tyskland,MSV-Arena,Testkamp,Herrer,A-Landshold,31500,2007-03-28
28-03-2009,3 - 0,Malta,Ta'Qali National Stadium,VM-kvalifikationskamp,Herrer,A-Landshold,6235,2009-03-28
28-03-2011,1 - 0,Grækenland,OPAP-Municipal Komotini Stadium,EM-kvalifikationskamp,Herrer,U17-landshold,2000,2011-03-28
28-03-2011,1 - 1,Portugal,Estadio Municipal Sergio Concecaio,Testkamp,Herrer,U20-landshold,0,2011-03-28
28-03-2011,2 - 2,Ukraine,MCH Arena,Testkamp,Herrer,U21-landshold,6138,2011-03-28
28-03-2015,0 - 2,Frankrig,Stade du Hazé,EM-kvalifikationskamp,Herrer,U19-landshold,0,2015-03-28
28-03-2016,4 - 0,Skotland,Stadion Letna,EM-kvalifikationskamp,Herrer,U17-landshold,436,2016-03-28
28-03-2021,2 - 0,Island,Gyirmóti stadium,EM-slutrunde,Herrer,U21-landshold,0,2021-03-28
28-03-2021,8 - 0,Moldova,MCH Arena,VM-kvalifikationskamp,Herrer,A-Landshold,0,2021-03-28
28-03-2022,3 - 3,England,Marbella Football Center,Testkamp,Herrer,U18-landshold,200,2022-03-28
28-03-2023,3 - 0,Sverige,Banús Football Center 1,International turnering,Herrer,U18-landshold,137,2023-03-28
28-03-2023,3 - 2,Schweiz,Odense Stadion,Testkamp,Herrer,U21-landshold,2287,2023-03-28
28-03-2023,4 - 1,Luxembourg,Estadio Francisco de la Hera,EM-kvalifikationskamp,Herrer,U19-landshold,240,2023-03-28
28-03-2023,4 - 1,Nordirland,Sportspark SJC,EM-kvalifikationskamp,Herrer,U17-landshold,241,2023-03-28
28-04-1984,0 - 1,England,Hjørring Stadion,EM-slutrunde,Kvinder,A-Landshold,1439,1984-04-28
28-04-1987,1 - 0,Finland,NA,EM-kvalifikationskamp,Herrer,U21-landshold,2353,1987-04-28
28-04-1987,1 - 1,Island,Rønne Stadion Nord,EM-kvalifikationskamp,Herrer,U19-landshold,1800,1987-04-28
28-04-1990,1 - 0,Italien,Vejle Stadion,EM-kvalifikationskamp,Kvinder,A-Landshold,400,1990-04-28
28-04-1993,1 - 1,Irland,Aviva Stadium,VM-kvalifikationskamp,Herrer,A-Landshold,33000,1993-04-28
28-04-1993,1 - 3,Sverige,Korsør Stadion,Testkamp,Herrer,U19-landshold,0,1993-04-28
28-04-1994,3 - 2,Rusland,NA,EM-slutrunde,Herrer,U17-landshold,1000,1994-04-28
28-04-1997,1 - 0,Cypern,NA,Piestany Cup,Herrer,U19-landshold,0,1997-04-28
28-04-1998,0 - 0,Grækenland,NA,EM-slutrunde,Herrer,U17-landshold,400,1998-04-28
28-04-1999,1 - 1,Sydafrika,Parken,Testkamp,Herrer,A-Landshold,17592,1999-04-28
28-04-2004,0 - 1,Ukraine,NA,EM-kvalifikationskamp,Herrer,U19-landshold,100,2004-04-28
28-04-2004,1 - 0,Skotland,Parken,Testkamp,Herrer,A-Landshold,22885,2004-04-28
28-04-2005,1 - 3,Sverige,Hülsparkstadion,EM-kvalifikationskamp,Kvinder,U19-landshold,1630,2005-04-28
28-04-2009,0 - 1,Sverige,Pilkarski Stadium,EM-kvalifikationskamp,Kvinder,U19-landshold,89,2009-04-28
28-04-2009,2 - 1,Slovakiet,Stadium of Partizanske,International turnering,Herrer,U18-landshold,1530,2009-04-28
28-04-2012,0 - 0,Sverige,Brøndby Stadion,EM-kvalifikationskamp,Kvinder,U17-landshold,675,2012-04-28
28-05-1950,1 - 5,Jugoslavien,JNA Stadion,Testkamp,Herrer,A-Landshold,60000,1950-05-28
28-05-1961,1 - 1,DDR,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,37000,1961-05-28
28-05-1961,1 - 2,DDR,NA,Testkamp,Herrer,U21-landshold,6000,1961-05-28
28-05-1976,5 - 3,Nordirland,NA,EM-slutrunde,Herrer,U19-landshold,2500,1976-05-28
28-05-1979,1 - 2,Skotland,NA,EM-slutrunde,Herrer,U19-landshold,0,1979-05-28
28-05-1988,3 - 1,Finland,Valby Idrætspark,EM-kvalifikationskamp,Kvinder,A-Landshold,424,1988-05-28
28-05-1991,0 - 4,Sverige,NA,Testkamp,Herrer,U19-landshold,400,1991-05-28
28-05-1998,0 - 3,Sverige,Malmö Stadion,Testkamp,Herrer,A-Landshold,25258,1998-05-28
28-05-1998,2 - 2,Slovakiet,Frederiksværk Stadion,Testkamp,Herrer,U19-landshold,300,1998-05-28
28-05-2006,0 - 3,Ukraine,Olimpic Stadion,EM-kvalifikationskamp,Herrer,U19-landshold,400,2006-05-28
28-05-2008,0 - 4,Tyskland,Stadion Lohmühle,Testkamp,Herrer,U21-landshold,5250,2008-05-28
28-05-2008,6 - 1,Slovakiet,Viborg Stadion,EM-kvalifikationskamp,Kvinder,A-Landshold,5206,2008-05-28
28-05-2009,1 - 0,Grækenland,Estadio Municipal de Rio Maior,EM-kvalifikationskamp,Herrer,U19-landshold,68,2009-05-28
28-05-2012,0 - 2,Grækenland,Gentofte Stadion,EM-kvalifikationskamp,Herrer,U19-landshold,741,2012-05-28
28-05-2012,2 - 1,Irland,Tallaght Stadium,Testkamp,Herrer,U21-landshold,436,2012-05-28
28-05-2014,1 - 0,Aspire,Aspire Academy,Uofficiel landskamp,Herrer,U16-landshold,67,2014-05-28
28-05-2014,1 - 0,Sverige,Parken,Testkamp,Herrer,A-Landshold,27872,2014-05-28
28-05-2019,2 - 1,Slovakiet,Nexø Stadion,Testkamp,Herrer,U16-landshold,667,2019-05-28
28-06-1931,1 - 3,Sverige,Stockholms Stadion,NM,Herrer,A-Landshold,20000,1931-06-28
28-06-1942,0 - 3,Sverige,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,41000,1942-06-28
28-06-1953,4 - 2,Schweiz,Vejle Stadion,Testkamp,Herrer,B-Landshold,12000,1953-06-28
28-06-1958,1 - 2,Norge,NA,Testkamp,Herrer,U21-landshold,3500,1958-06-28
28-06-1958,3 - 2,Norge,Gladsaxe Stadion,Testkamp,Herrer,U19-landshold,1500,1958-06-28
28-06-1962,6 - 1,Malta,Københavns Idrætspark,EM-kvalifikationskamp,Herrer,A-Landshold,11200,1962-06-28
28-06-1964,1 - 4,Sverige,Malmö Stadion,NM,Herrer,A-Landshold,25800,1964-06-28
28-06-1972,0 - 2,Sverige,NA,Testkamp,Herrer,U19-landshold,900,1972-06-28
28-06-1972,3 - 2,Sverige,Hjørring Stadion,NM,Herrer,U21-landshold,5000,1972-06-28
28-06-1978,0 - 0,Island,Laurgardalsvöllur,Testkamp,Herrer,A-Landshold,8300,1978-06-28
28-06-1991,0 - 0,England,Nordby Stadion,Testkamp,Kvinder,A-Landshold,132,1991-06-28
28-06-1993,3 - 1,Island,NA,Open Nordic Cup,Kvinder,U17-landshold,0,1993-06-28
28-06-1994,3 - 0,Island,NA,Open Nordic Cup,Kvinder,U17-landshold,0,1994-06-28
28-06-1998,0 - 0,Island,NA,Nordic Cup,Kvinder,U17-landshold,0,1998-06-28
28-06-1998,4 - 1,Nigeria,Stade de France,VM-slutrunde,Herrer,A-Landshold,77000,1998-06-28
28-06-1999,3 - 0,Holland,NA,Nordic Cup,Kvinder,U17-landshold,0,1999-06-28
28-06-2001,4 - 3,Frankrig,Reutlingen Stadion,EM-slutrunde,Kvinder,A-Landshold,6600,2001-06-28
28-06-2004,5 - 0,Holland,NA,Nordic Cup,Kvinder,U17-landshold,0,2004-06-28
28-06-2013,2 - 2,Spanien,Vejle Stadion,Testkamp,Kvinder,A-Landshold,783,2013-06-28
28-07-1971,3 - 2,Japan,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,11400,1971-07-28
28-07-1974,5 - 0,Finland,NA,NM,Kvinder,A-Landshold,1165,1974-07-28
28-07-1979,2 - 0,Italien,Sao Paolo Stadion,Uofficielt EM,Kvinder,A-Landshold,15000,1979-07-28
28-07-1983,2 - 0,Sverige,NA,International turnering,Herrer,U17-landshold,500,1983-07-28
28-07-1986,0 - 1,Finland,Idrætscenter Nyborg,Internordisk turnering,Herrer,U17-landshold,0,1986-07-28
28-07-1987,1 - 1,Sverige,NA,Internordisk turnering,Herrer,U17-landshold,300,1987-07-28
28-07-1990,3 - 2,Sverige,NA,Internordisk turnering,Herrer,U17-landshold,0,1990-07-28
28-07-1992,0 - 0,Ghana,NA,OL-slutrunde,Herrer,U21-landshold,5000,1992-07-28
28-07-1996,2 - 3,Sverige,NA,Open Nordic Cup,Kvinder,U21-landshold,0,1996-07-28
28-07-2000,0 - 4,Norge,NA,Open Nordic Cup,Kvinder,U21-landshold,0,2000-07-28
28-07-2001,1 - 0,Spanien,NA,EM-slutrunde,Kvinder,U19-landshold,0,2001-07-28
28-07-2008,2 - 1,Sverige,Rimnersvallen,Internordisk turnering,Herrer,U17-landshold,1000,2008-07-28
28-07-2009,1 - 1,England,Moan Stadion,Internordisk turnering,Herrer,U17-landshold,350,2009-07-28
28-07-2010,2 - 3,USA,Coleraine Showgrounds,NI Milk Cup,Herrer,U20-landshold,425,2010-07-28
28-07-2014,2 - 0,USA,Mosevej Stadion,Internordisk turnering,Herrer,U17-landshold,871,2014-07-28
28-07-2023,0 - 1,England,Sydney Football Stadium,VM-slutrunde,Kvinder,A-Landshold,40439,2023-07-28
28-08-1920,0 - 1,Spanien,La Butte,OL-slutrunde,Herrer,A-Landshold,3000,1920-08-28
28-08-1994,0 - 2,Holland,NA,International turnering,Herrer,U17-landshold,1200,1994-08-28
28-08-2003,0 - 1,Tjekkiet,Helsingør Stadion,Testkamp,Herrer,U19-landshold,100,2003-08-28
28-08-2007,1 - 1,Finland,Malbork Stadion,Syrenka Cup,Herrer,U17-landshold,300,2007-08-28
28-08-2008,1 - 1,Tjekkiet,Stadion Miejski,Syrenka Cup,Herrer,U17-landshold,125,2008-08-28
28-08-2009,4 - 0,Bayern (regionshold),Dobrovice Stadium,Uofficiel landskamp,Herrer,U18-landshold,78,2009-08-28
28-08-2012,0 - 0,Nordirland,Stadium Bielsk,Syrenka Cup,Herrer,U17-landshold,360,2012-08-28
28-08-2013,1 - 1,Ukraine,Plonsk Stadium,Syrenka Cup,Herrer,U17-landshold,112,2013-08-28
28-08-2014,1 - 4,Georgien,Mikheil Meskhi,Testkamp,Herrer,U17-landshold,107,2014-08-28
28-08-2018,11 - 0,Liechtenstein,Sportplatz Widau,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2018-08-28
28-08-2019,0 - 2,England,St George's Park,Testkamp,Kvinder,U19-landshold,0,2019-08-28
28-09-1955,1 - 5,England,Fratton Park,Testkamp,Herrer,U21-landshold,20000,1955-09-28
28-09-1982,1 - 1,Polen,NA,Testkamp,Herrer,U19-landshold,4000,1982-09-28
28-09-1988,1 - 0,Island,Københavns Idrætspark,Testkamp,Herrer,A-Landshold,6500,1988-09-28
28-09-1994,3 - 2,Tjekkiet,NA,EM-kvalifikationskamp,Herrer,U19-landshold,200,1994-09-28
28-09-1996,5 - 0,Portugal,Hjørring Stadion,EM-kvalifikationskamp,Kvinder,A-Landshold,307,1996-09-28
28-09-2004,0 - 2,Tjekkiet,NA,EM-kvalifikationskamp,Herrer,U17-landshold,1000,2004-09-28
28-09-2004,20 - 0,Aserbajdsjan,NA,EM-kvalifikationskamp,Kvinder,U19-landshold,0,2004-09-28
28-09-2006,0 - 0,Aserbajdsjan,Tofik Bahramov Stadion,EM-kvalifikationskamp,Herrer,U17-landshold,1000,2006-09-28
28-09-2009,8 - 1,Montenegro,City Stadium of Niksic,EM-kvalifikationskamp,Herrer,U17-landshold,1800,2009-09-28
28-09-2013,0 - 2,Østrig,Sydbank Park,EM-kvalifikationskamp,Herrer,U17-landshold,749,2013-09-28
28-09-2016,0 - 2,Holland,Dabas Varosi Stadium,EM-kvalifikationskamp,Herrer,U17-landshold,300,2016-09-28
28-09-2019,3 - 4,Rusland,Green Arena,EM-kvalifikationskamp,Kvinder,U17-landshold,310,2019-09-28
28-10-1962,2 - 4,Sverige,Råsunda,NM,Herrer,A-Landshold,18000,1962-10-28
28-10-1975,1 - 1,Polen,Køge Stadion,EM-kvalifikationskamp,Herrer,U19-landshold,1000,1975-10-28
28-10-1975,1 - 4,Skotland,NA,EM-kvalifikationskamp,Herrer,U21-landshold,16500,1975-10-28
28-10-1976,2 - 0,Sverige,Københavns Idrætspark,EM-kvalifikationskamp,Herrer,U21-landshold,1000,1976-10-28
28-10-1986,4 - 1,Finland,Slagelse Stadion,EM-kvalifikationskamp,Herrer,U21-landshold,1484,1986-10-28
28-10-1987,2 - 0,Polen,Pogon Stadium,OL-kvalifikationskamp,Herrer,A-Landshold,3000,1987-10-28
28-10-1992,1 - 0,Norge,Glostrup Stadion,Testkamp,Herrer,U19-landshold,0,1992-10-28
28-10-2003,1 - 0,Rumænien,NA,EM-kvalifikationskamp,Herrer,U17-landshold,0,2003-10-28
28-10-2008,1 - 1,Frankrig,Beaublanc Stadium,International turnering,Herrer,U18-landshold,2150,2008-10-28
28-10-2009,0 - 0,Bulgarien,City Stadium,VM-kvalifikationskamp,Kvinder,A-Landshold,224,2009-10-28
28-10-2017,0 - 0,Skotland,Nike Arena,EM-kvalifikationskamp,Herrer,U17-landshold,65,2017-10-28
28-10-2018,5 - 14,Rusland,NA,Testkamp,Herrer,Futsallandsholdet,0,2018-10-28
28-10-2023,8 - 0,Montenegro,Sportschule Lindabrunn,EM-kvalifikationskamp,Kvinder,U19-landshold,98,2023-10-28
28-11-1963,1 - 2,Rumænien,Stadio Comunale,OL-kvalifikationskamp,Herrer,A-Landshold,3000,1963-11-28
28-11-1971,0 - 4,Vesttyskland,Østerbro Stadion,EM-kvalifikationskamp,Herrer,U19-landshold,0,1971-11-28
28-11-2007,1 - 3,Sverige,Råsunda,OL-kvalifikationskamp,Kvinder,A-Landshold,4078,2007-11-28
28-11-2016,3 - 1,Belgien,Stade Leburton,Testkamp,Kvinder,A-Landshold,750,2016-11-28
28-11-2019,2 - 1,Tyrkiet,Emirhan Sport Complex,International turnering,Herrer,U16-landshold,103,2019-11-28
28-11-2023,0 - 1,Spanien,Pinatar Arena,Testkamp,Kvinder,U19-landshold,97,2023-11-28
28-12-1977,0 - 2,Israel,NA,International turnering,Herrer,U19-landshold,0,1977-12-28
28-12-1978,1 - 2,Grækenland,NA,International turnering,Herrer,U19-landshold,0,1978-12-28
28-12-1984,1 - 1,Israel,NA,International turnering,Herrer,U19-landshold,2000,1984-12-28
28-12-1987,1 - 2,Rumænien,NA,International turnering,Herrer,U19-landshold,300,1987-12-28
28-12-1998,0 - 2,Italien,NA,International turnering,Herrer,U21-landshold,0,1998-12-28
29-01-1993,0 - 4,Spanien,NA,International turnering,Herrer,U19-landshold,0,1993-01-29
29-01-1995,0 - 1,Portugal,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1995-01-29
29-01-1996,2 - 3,Frankrig,NA,International turnering,Herrer,U19-landshold,500,1996-01-29
29-01-1996,2 - 3,Peru,NA,International turnering,Herrer,U21-landshold,0,1996-01-29
29-01-1998,0 - 2,Egypten,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1998-01-29
29-01-2002,1 - 2,Frankrig,NA,Copa del Atlántico,Herrer,U17-landshold,350,2002-01-29
29-01-2005,0 - 1,Skotland,NA,International turnering,Herrer,U16-landshold,200,2005-01-29
29-01-2005,2 - 3,Guatemala,Lockhart Stadium,Uofficiel landskamp,Herrer,U21-landshold,10900,2005-01-29
29-01-2006,3 - 0,Hong Kong,National Stadium,Uofficiel landskamp,Herrer,Ligalandshold,13000,2006-01-29
29-01-2010,1 - 2,Gran Canaria,Estadio Municipal Jorge Pulido,Uofficiel landskamp,Herrer,U18-landshold,275,2010-01-29
29-01-2011,0 - 2,Schweiz,Akhisar Ilce,Aegean Cup,Herrer,U16-landshold,126,2011-01-29
29-01-2013,2 - 0,Island,Akranes Stadion,Testkamp,Kvinder,U17-landshold,65,2013-01-29
29-02-1984,2 - 1,Qatar,NA,Uofficiel landskamp,Herrer,Ligalandshold,0,1984-02-29
29-02-2012,0 - 0,Tyrkiet,Kasimpasa Erdogan Stadium,Testkamp,Herrer,U21-landshold,204,2012-02-29
